,Platform,Year,Genre,Publisher,Global_Sales,Meta_NP,Meta_VP,Meta_NUsers,Meta_VUsers,test_note_JVC,avis_count_JVC,avis_note_JVC,Classification_Age_JVC,Support_JVC,langue_parlée_JVC,texte_JVC,freq_name
94,PS3,2007,Adventure,Ubisoft,4.83,81.0,40.0,7.3,1143.0,11.0,4.0,16.5,3.0,Autre,français,français,3.0
95,PS4,2016,Sports,Electronic Arts,4.77,85.0,42.0,5.1,961.0,16.0,212.0,10.0,3.0,Autre,français,français,3.0
96,X360,2011,Action,Warner Bros. Interactive Entertainment,4.76,94.0,87.0,8.8,1909.0,11.0,2.0,17.5,16.0,Blu-Ray DVD,français,français,3.0
97,PS,2000,Action,Atari,4.73,62.0,14.0,7.7,164.0,11.0,0.0,15.0,3.0,Autre,français,français,4.0
98,PS,2000,Sports,Activision,4.68,98.0,19.0,7.5,887.0,17.0,3.0,18.7,3.0,Autre,français,français,2.0
99,PS2,2002,Action,Electronic Arts,4.67,82.0,32.0,8.1,130.0,17.0,177.0,16.6,12.0,DVD,français,français,3.0
100,Wii,2007,Misc,Activision,4.62,86.0,36.0,7.7,110.0,18.0,147.0,18.3,12.0,DVD,français,français,1.0
101,PS4,2014,Action,Sony Computer Entertainment,4.55,95.0,70.0,9.2,19108.0,11.0,36.0,15.5,18.0,Autre,français,français,4.0
102,X360,2007,Misc,Activision,4.53,85.0,69.0,8.1,205.0,18.0,147.0,18.3,3.0,Blu-Ray DVD,français,français,1.0
103,PS2,2004,Sports,Electronic Arts,4.53,91.0,30.0,8.0,86.0,17.0,12.0,18.4,3.0,DVD,anglais,anglais,2.0
104,2600,1981,Platform,Activision,4.5,70.0,34.0,8.3,30.0,11.0,0.0,15.0,3.0,Cartouche,français,français,4.0
105,PS2,2006,Sports,Electronic Arts,4.49,84.0,29.0,8.3,47.0,11.0,1.0,15.0,3.0,DVD,anglais,anglais,2.0
106,PS2,2002,Action,Activision,4.48,76.0,25.0,7.6,78.0,15.0,244.0,16.5,7.0,Autre,français,français,3.0
107,PS,2000,Role-Playing,Enix Corporation,4.47,78.0,15.0,8.2,40.0,15.0,50.0,16.8,3.0,Cartouche,français,français,1.0
108,PS4,2015,Action,Sony Computer Entertainment,4.47,86.0,78.0,8.6,3436.0,17.0,37.0,14.9,3.0,Autre,français,français,3.0
109,WiiU,2012,Misc,Nintendo,4.44,77.0,61.0,7.9,568.0,16.0,274.0,16.2,3.0,Autre,français,français,3.0
110,Wii,2010,Misc,Ubisoft,4.42,56.0,37.0,8.6,48.0,13.0,12.0,14.8,12.0,Autre,français,français,4.0
111,PS2,2001,Sports,Activision,4.41,97.0,34.0,7.5,461.0,16.0,83.0,17.0,3.0,DVD,français,français,2.0
112,X360,2006,Role-Playing,Take-Two Interactive,4.39,94.0,90.0,8.8,1459.0,11.0,55.0,18.9,16.0,DVD Blu-Ray,français,français,3.0
113,PS2,2005,Racing,Electronic Arts,4.37,82.0,36.0,8.9,279.0,15.0,34.0,15.8,7.0,Autre,français,français,2.0
114,PS3,2006,Shooter,Sony Computer Entertainment,4.35,86.0,70.0,8.0,885.0,14.0,293.0,16.0,18.0,Blu-Ray,français,français,3.0
115,X360,2013,Sports,Electronic Arts,4.31,84.0,41.0,4.3,457.0,17.0,13.0,15.3,3.0,Autre,français,français,3.0
116,2600,1980,Shooter,Atari,4.31,66.0,12.0,6.6,10.0,11.0,0.0,15.0,3.0,Autre,français,français,3.0
117,PS3,2009,Action,Eidos Interactive,4.25,91.0,70.0,8.8,1829.0,11.0,0.0,15.0,16.0,Blu-Ray,français,français,3.0
118,PS3,2011,Action,Ubisoft,4.24,80.0,39.0,7.6,856.0,17.0,6.0,16.7,18.0,Autre,français,français,3.0
119,GBA,2001,Misc,Namco Bandai Games,4.24,79.0,10.0,7.8,12.0,11.0,1.0,10.0,3.0,Autre,français,français,4.0
120,PS2,2004,Action,Konami Digital Entertainment,4.23,91.0,68.0,8.0,2048.0,11.0,29.0,17.8,12.0,PlayStation Store,anglais,français,3.0
121,PSP,2006,Platform,Sony Computer Entertainment,4.22,85.0,59.0,8.3,184.0,16.0,228.0,17.3,7.0,Autre,français,français,4.0
122,PS2,2003,Misc,Sony Computer Entertainment,4.2,80.0,32.0,7.5,27.0,11.0,1.0,13.0,3.0,DVD,français,français,4.0
123,PS4,2016,Shooter,Sony Computer Entertainment,4.2,93.0,113.0,8.8,16633.0,17.0,37.0,14.9,3.0,Autre,français,français,3.0
124,X360,2011,Action,Ubisoft,4.19,80.0,77.0,7.3,741.0,17.0,6.0,16.7,18.0,Autre,français,français,3.0
125,NES,1989,Action,Palcom,4.17,66.0,17.0,7.6,21.0,11.0,3.0,12.0,12.0,Autre,français,anglais,2.0
126,PS2,2002,Sports,Electronic Arts,4.14,95.0,25.0,7.6,74.0,17.0,20.0,14.2,3.0,DVD,anglais,anglais,2.0
127,SNES,1992,Fighting,Capcom,4.1,87.0,30.0,7.7,63.0,15.0,34.0,15.1,3.0,Autre,français,français,1.0
128,Wii,2007,Misc,Take-Two Interactive,4.1,56.0,27.0,5.9,49.0,11.0,6.0,4.2,3.0,Autre,français,français,2.0
129,XOne,2015,Role-Playing,Bethesda Softworks,4.09,88.0,39.0,6.7,2268.0,16.0,245.0,16.9,18.0,Autre,français,français,3.0
130,PS2,2007,Action,Sony Computer Entertainment,4.07,93.0,70.0,9.0,1746.0,11.0,34.0,18.6,18.0,Autre,français,français,1.0
131,X360,2007,Racing,Microsoft Game Studios,4.06,90.0,66.0,8.3,419.0,18.0,292.0,16.9,3.0,DVD,français,français,3.0
132,PS,1996,Misc,Sony Computer Entertainment,4.05,72.0,40.0,7.4,39.0,11.0,1.0,15.0,3.0,CD,anglais,anglais,3.0
133,PS2,2000,Fighting,Namco Bandai Games,4.05,85.0,25.0,8.5,180.0,17.0,209.0,16.0,12.0,CD,français,français,3.0
134,PS4,2014,Shooter,Ubisoft,4.03,85.0,83.0,7.8,2576.0,16.0,267.0,16.4,18.0,Autre,français,français,3.0
135,N64,1997,Shooter,Nintendo,4.03,88.0,16.0,8.8,292.0,14.0,71.0,14.7,7.0,Autre,français,français,1.0
136,PS4,2014,Misc,Sony Computer Entertainment Europe,4.02,89.0,14.0,7.0,756.0,17.0,165.0,14.3,7.0,PlayStation Store,français,français,4.0
137,X360,2009,Shooter,Electronic Arts,3.99,89.0,76.0,8.5,791.0,17.0,8.0,17.3,18.0,Autre,français,français,2.0
138,PS2,2005,Misc,Namco Bandai Games,3.98,61.0,21.0,5.8,4.0,6.0,1.0,14.0,3.0,CD,français,français,3.0
139,Wii,2009,Sports,Electronic Arts,3.92,81.0,27.0,8.2,41.0,9.0,1.0,18.0,3.0,DVD,français,français,3.0
140,GB,1994,Platform,Nintendo,3.91,78.0,26.0,8.7,85.0,11.0,16.0,16.2,3.0,Cartouche,français,français,1.0
141,PS2,2003,Sports,Activision,3.9,90.0,38.0,8.6,176.0,17.0,48.0,17.8,16.0,DVD,anglais,français,3.0
142,PS3,2013,Action,Ubisoft,3.89,88.0,36.0,8.2,1120.0,11.0,4.0,14.3,18.0,DVD,français,français,3.0
143,3DS,2014,Role-Playing,Nintendo,3.89,86.0,80.0,8.6,429.0,18.0,112.0,17.8,12.0,Cartouche,français,français,2.0
144,PS3,2006,Racing,Sony Computer Entertainment,3.88,84.0,9.0,7.3,284.0,15.0,209.0,15.8,12.0,Blu-Ray,français,français,4.0
145,PC,2011,Role-Playing,Bethesda Softworks,3.88,94.0,32.0,8.4,12678.0,11.0,8.0,9.5,3.0,Autre,français,français,3.0
146,NES,1988,Role-Playing,Enix Corporation,3.87,71.0,9.0,7.1,16.0,18.0,6.0,18.3,3.0,Autre,français,français,1.0
147,PS3,2010,Sports,Sony Computer Entertainment,3.87,76.0,64.0,7.8,124.0,15.0,145.0,16.2,12.0,Blu-Ray,français,français,4.0
148,PS4,2015,Sports,Take-Two Interactive,3.85,87.0,51.0,6.7,462.0,18.0,75.0,15.0,3.0,Blu-Ray,anglais,français,1.0
149,DS,2007,Misc,Nintendo,3.84,59.0,22.0,3.8,6.0,7.0,26.0,11.8,3.0,Cartouche,français,français,3.0
150,GB,1992,Action,Nintendo,3.83,87.0,111.0,8.4,1595.0,15.0,170.0,15.2,3.0,Autre,français,français,2.0
151,Wii,2007,Misc,Nintendo,3.82,68.0,33.0,7.1,45.0,11.0,80.0,13.2,3.0,DVD,français,français,3.0
152,3DS,2011,Simulation,Nintendo,3.81,71.0,42.0,7.1,53.0,15.0,159.0,16.4,3.0,Cartouche,français,français,4.0
153,PS4,2015,Action,Warner Bros. Interactive Entertainment,3.79,87.0,89.0,8.0,4893.0,11.0,1.0,19.0,18.0,Autre,français,français,1.0
154,PS,1996,Action,Virgin Interactive,3.77,91.0,8.0,9.5,1271.0,17.0,230.0,16.5,18.0,DVD Blu-Ray,anglais,français,3.0
155,PC,2002,Simulation,Electronic Arts,3.76,79.0,21.0,7.7,36.0,15.0,77.0,17.3,3.0,CD,français,français,3.0
156,PS4,2015,Role-Playing,Namco Bandai Games,3.73,92.0,79.0,9.2,18402.0,19.0,51.0,18.9,18.0,Autre,français,français,4.0
157,PS,1999,Action,Eidos Interactive,3.72,91.0,19.0,9.6,704.0,17.0,16.0,18.3,16.0,Autre,français,français,3.0
158,PS,2000,Platform,Sony Computer Entertainment,3.71,91.0,15.0,8.9,412.0,15.0,12.0,17.0,7.0,Autre,français,français,1.0
159,GB,1998,Strategy,Nintendo,3.7,78.0,7.0,6.3,64.0,16.0,91.0,16.5,3.0,Cartouche,français,français,2.0
160,DS,2007,Simulation,Electronic Arts,3.69,67.0,15.0,7.1,19.0,11.0,166.0,12.6,3.0,Cartouche,français,français,3.0
161,PS2,2002,Sports,Activision,3.67,94.0,27.0,8.3,208.0,17.0,60.0,17.6,3.0,DVD,anglais,français,2.0
162,PSP,2005,Racing,Take-Two Interactive,3.66,74.0,34.0,8.2,35.0,11.0,16.0,18.7,12.0,Autre,français,français,3.0
163,N64,1998,Platform,Nintendo,3.65,92.0,19.0,9.2,608.0,18.0,206.0,18.8,3.0,Cartouche,français,français,1.0
164,PS2,2002,Shooter,Sony Computer Entertainment,3.65,82.0,42.0,8.0,95.0,15.0,72.0,14.5,16.0,Blu-Ray,français,français,3.0
165,Wii,2008,Misc,Activision,3.65,86.0,18.0,7.4,84.0,16.0,126.0,16.1,12.0,DVD,français,français,1.0
166,N64,1999,Simulation,Nintendo,3.63,77.0,15.0,7.7,182.0,15.0,46.0,10.7,3.0,Autre,français,français,4.0
167,PS2,2007,Sports,Konami Digital Entertainment,3.63,82.0,10.0,7.8,54.0,17.0,163.0,14.4,3.0,DVD,français,français,2.0
168,PS4,2013,Shooter,Activision,3.63,78.0,49.0,4.1,1796.0,11.0,2.0,7.0,16.0,PlayStation Store,français,français,3.0
169,PS4,2016,Shooter,Ubisoft,3.61,80.0,63.0,7.0,2581.0,17.0,204.0,15.0,18.0,Autre,français,français,2.0
170,PS2,2001,Racing,Electronic Arts,3.61,64.0,23.0,7.3,46.0,11.0,31.0,15.3,3.0,DVD,anglais,français,4.0
171,PS2,2005,Shooter,LucasArts,3.59,84.0,30.0,9.0,479.0,16.0,103.0,14.4,3.0,Autre,français,français,1.0
172,PS,2000,Fighting,THQ,3.58,90.0,15.0,8.4,75.0,14.0,12.0,16.8,12.0,CD,français,anglais,3.0
173,PS2,2006,Action,Take-Two Interactive,3.54,78.0,49.0,7.6,204.0,17.0,285.0,18.0,18.0,Autre,anglais,français,3.0
174,PS2,2002,Action,Sony Computer Entertainment,3.54,72.0,49.0,7.0,115.0,11.0,169.0,14.7,18.0,DVD,français,français,4.0
175,PS2,2001,Shooter,Electronic Arts,3.53,72.0,27.0,7.8,68.0,14.0,105.0,14.9,12.0,DVD,français,français,3.0
176,PS2,2005,Action,Eidos Interactive,3.53,78.0,46.0,6.7,102.0,8.0,117.0,15.6,3.0,Autre,français,français,1.0
177,PS,1999,Platform,Sony Computer Entertainment,3.52,91.0,15.0,8.9,412.0,15.0,12.0,17.0,7.0,Autre,français,français,4.0
178,X360,2008,Shooter,Electronic Arts,3.52,89.0,67.0,7.9,1392.0,17.0,8.0,17.4,18.0,Autre,français,français,2.0
179,SNES,1996,Platform,Nintendo,3.51,77.0,16.0,8.2,35.0,17.0,24.0,16.1,3.0,Cartouche,français,français,1.0
180,X360,2010,Action,Ubisoft,3.5,89.0,81.0,8.4,901.0,17.0,6.0,16.7,18.0,Autre,français,français,3.0
181,NES,1985,Action,Nintendo,3.5,44.0,7.0,4.9,9.0,15.0,23.0,15.0,3.0,Cartouche,français,français,1.0
182,X360,2009,Action,Eidos Interactive,3.5,92.0,78.0,8.8,1479.0,11.0,2.0,17.5,16.0,Blu-Ray DVD,français,français,3.0
183,DS,2006,Misc,Nintendo,3.5,83.0,30.0,7.8,34.0,12.0,173.0,15.5,12.0,Cartouche,français,français,2.0
184,X360,2010,Shooter,Electronic Arts,3.48,88.0,75.0,8.6,970.0,16.0,100.0,17.7,3.0,Autre,français,français,2.0
185,DS,2008,Misc,Activision,3.48,71.0,70.0,8.0,38.0,14.0,47.0,13.3,3.0,Cartouche,français,français,3.0
186,3DS,2013,Role-Playing,Capcom,3.44,86.0,80.0,8.6,429.0,16.0,18.0,18.4,12.0,Cartouche,français,français,3.0
187,PS2,2002,Fighting,Namco Bandai Games,3.44,79.0,23.0,8.0,205.0,18.0,228.0,16.3,12.0,DVD,français,français,4.0
188,PS,1998,Action,Take-Two Interactive,3.42,70.0,15.0,7.7,134.0,15.0,44.0,16.0,18.0,Autre,français,français,3.0
189,SNES,1994,Role-Playing,SquareSoft,3.42,77.0,45.0,8.5,255.0,17.0,18.0,17.4,3.0,Autre,français,français,1.0
190,PS2,2004,Action,Activision,3.41,80.0,50.0,8.6,269.0,14.0,169.0,16.3,12.0,CD,français,français,3.0
191,GB,1990,Racing,Nintendo,3.41,61.0,27.0,5.9,44.0,11.0,16.0,13.5,3.0,Autre,français,français,3.0
192,PS,2000,Misc,Sony Computer Entertainment,3.39,68.0,12.0,8.0,211.0,13.0,1.0,17.0,3.0,CD,français,français,3.0
193,X360,2008,Action,Warner Bros. Interactive Entertainment,3.38,76.0,49.0,6.9,557.0,13.0,10.0,15.3,7.0,Autre,français,français,2.0
194,PS4,2015,Action,Konami Digital Entertainment,3.38,93.0,86.0,8.2,6305.0,11.0,8.0,17.0,18.0,Autre,français,français,3.0
195,X360,2013,Action,Ubisoft,3.34,86.0,35.0,8.0,906.0,11.0,4.0,14.3,18.0,DVD,français,français,3.0
196,PS2,2002,Shooter,Electronic Arts,3.33,77.0,20.0,8.5,91.0,13.0,142.0,16.6,12.0,DVD,français,français,3.0
197,PS2,2005,Action,LucasArts,3.32,60.0,34.0,7.3,125.0,12.0,223.0,15.6,12.0,DVD,français,français,1.0
198,PS2,2001,Shooter,Take-Two Interactive,3.31,80.0,21.0,8.5,150.0,16.0,125.0,15.7,16.0,Autre,français,français,4.0
199,PS2,2003,Action,Electronic Arts,3.28,85.0,31.0,8.6,197.0,17.0,200.0,17.7,12.0,Autre,français,français,1.0
200,XOne,2014,Shooter,Activision,3.28,75.0,11.0,5.5,1785.0,16.0,94.0,15.4,16.0,Autre,français,français,4.0
201,PS2,2003,Action,Activision,3.27,77.0,39.0,7.8,116.0,15.0,85.0,14.8,16.0,DVD,anglais,français,3.0
202,Wii,2008,Misc,Nintendo,3.27,63.0,43.0,4.8,143.0,8.0,175.0,10.9,3.0,DVD,français,français,4.0
203,3DS,2015,Action,Capcom,3.26,85.0,72.0,8.0,161.0,11.0,0.0,15.0,3.0,Autre,français,français,2.0
204,PS,1995,Fighting,Sony Computer Entertainment,3.24,89.0,8.0,8.3,207.0,11.0,6.0,17.0,12.0,Autre,français,français,4.0
205,XOne,2015,Sports,Electronic Arts,3.23,84.0,45.0,4.4,488.0,16.0,32.0,11.0,3.0,Autre,français,français,3.0
206,PS4,2015,Sports,Electronic Arts,3.22,83.0,37.0,5.7,198.0,16.0,7.0,16.7,3.0,Autre,français,français,2.0
207,PS,2000,Fighting,THQ,3.2,90.0,15.0,8.4,75.0,15.0,35.0,17.9,3.0,Autre,français,français,1.0
208,PSP,2007,Role-Playing,Square Enix,3.19,83.0,67.0,7.8,870.0,17.0,30.0,14.0,3.0,Autre,français,français,1.0
209,PSP,2008,Action,Sony Computer Entertainment,3.19,91.0,79.0,8.7,1100.0,16.0,66.0,16.6,18.0,Blu-Ray,français,français,2.0
210,SNES,1995,Role-Playing,Enix Corporation,3.19,78.0,41.0,8.3,47.0,17.0,11.0,17.6,3.0,Cartouche,français,français,1.0
211,X360,2010,Misc,MTV Games,3.19,82.0,63.0,8.0,84.0,16.0,89.0,17.4,12.0,DVD,français,français,3.0
212,PS2,2003,Action,Atari,3.18,62.0,30.0,8.1,163.0,11.0,85.0,13.6,16.0,DVD,anglais,français,4.0
213,WiiU,2015,Platform,Nintendo,3.18,88.0,85.0,8.7,893.0,17.0,108.0,17.0,3.0,Autre,français,français,2.0
214,DS,2008,Misc,Nintendo,3.17,83.0,48.0,8.4,96.0,17.0,61.0,17.6,7.0,DVD,anglais,français,4.0
215,GC,2001,Simulation,Nintendo,3.15,87.0,42.0,8.8,205.0,16.0,150.0,17.3,3.0,Autre,français,français,3.0
216,DS,2008,Action,Warner Bros. Interactive Entertainment,3.15,72.0,16.0,7.8,28.0,13.0,10.0,15.3,7.0,Autre,français,français,2.0
217,DS,2005,Platform,Sega,3.15,82.0,43.0,8.1,200.0,14.0,145.0,15.8,3.0,Cartouche,français,français,3.0
218,XOne,2014,Shooter,Microsoft Game Studios,3.15,85.0,69.0,7.9,1915.0,18.0,212.0,17.2,16.0,Blu-Ray,français,français,3.0
219,PS,2000,Action,Activision,3.13,87.0,19.0,8.6,298.0,16.0,20.0,17.5,3.0,Autre,français,français,3.0
220,DS,2006,Misc,Nintendo,3.12,81.0,12.0,8.1,13.0,11.0,0.0,15.0,3.0,Cartouche,français,français,4.0
221,PS3,2007,Role-Playing,Ubisoft,3.12,93.0,45.0,8.7,1042.0,11.0,108.0,17.7,16.0,Blu-Ray,français,français,3.0
222,NES,1990,Role-Playing,Enix Corporation,3.12,80.0,44.0,8.1,71.0,18.0,197.0,18.2,12.0,Autre,français,français,1.0
223,PS2,2002,Fighting,Atari,3.09,67.0,28.0,7.8,100.0,10.0,223.0,15.8,12.0,DVD Blu-Ray,anglais,français,1.0
224,PS2,2001,Sports,Electronic Arts,3.08,94.0,23.0,7.3,50.0,16.0,28.0,17.9,3.0,CD,anglais,anglais,2.0
225,X360,2012,Shooter,Take-Two Interactive,3.07,89.0,59.0,8.3,1052.0,18.0,1.0,20.0,18.0,Autre,français,français,4.0
226,GB,1994,Platform,Nintendo,3.07,78.0,26.0,8.7,85.0,11.0,25.0,17.1,3.0,Cartouche,français,français,1.0
227,PC,2002,Simulation,Electronic Arts,3.07,75.0,18.0,7.8,33.0,15.0,72.0,14.9,3.0,CD,français,français,3.0
228,X360,2008,Action,Activision,3.05,75.0,42.0,7.4,41.0,13.0,1.0,15.0,7.0,Autre,français,français,1.0
229,Wii,2010,Platform,Disney Interactive Studios,3.04,73.0,78.0,7.3,171.0,13.0,33.0,12.5,7.0,Cartouche,français,français,4.0
230,XB,2002,Action,Ubisoft,3.02,93.0,46.0,8.6,163.0,8.0,6.0,9.5,3.0,Autre,français,français,2.0
231,PS2,2002,Sports,THQ,3.02,82.0,27.0,8.6,84.0,16.0,51.0,16.6,3.0,CD,anglais,anglais,3.0
232,XOne,2015,Shooter,Microsoft Game Studios,3.0,82.0,74.0,7.7,822.0,11.0,3.0,6.7,18.0,Autre,français,français,2.0
233,X360,2012,Sports,Take-Two Interactive,3.0,88.0,41.0,7.2,141.0,16.0,126.0,17.2,3.0,Autre,français,français,1.0
234,PS4,2014,Action,Warner Bros. Interactive Entertainment,2.99,84.0,85.0,8.0,2688.0,16.0,111.0,15.6,18.0,Autre,français,français,3.0
235,SNES,1993,Shooter,Nintendo,2.99,88.0,16.0,8.8,292.0,14.0,71.0,14.7,7.0,Autre,français,français,1.0
236,PC,2000,Misc,Electronic Arts,2.99,82.0,23.0,7.4,27.0,17.0,99.0,17.1,3.0,DVD,français,français,3.0
237,PS2,2002,Sports,Konami Digital Entertainment,2.99,93.0,24.0,8.4,80.0,11.0,2.0,10.5,3.0,DVD,japonais,japonais,1.0
238,3DS,2015,Simulation,Nintendo,2.98,66.0,60.0,6.9,135.0,15.0,50.0,15.3,3.0,Cartouche,français,français,3.0
239,PS3,2010,Shooter,Electronic Arts,2.97,88.0,59.0,8.5,668.0,16.0,100.0,17.7,18.0,PlayStation Store,français,français,2.0
240,PC,2014,Simulation,Electronic Arts,2.97,70.0,75.0,4.2,2601.0,11.0,1.0,15.0,3.0,Autre,français,français,3.0
241,PC,2011,Role-Playing,Electronic Arts,2.97,85.0,73.0,6.0,2869.0,11.0,5.0,16.2,3.0,Autre,français,français,1.0
242,PS2,2003,Platform,Sega,2.96,64.0,29.0,7.4,183.0,14.0,143.0,15.6,3.0,DVD,français,français,2.0
243,DS,2008,Platform,Nintendo,2.96,76.0,40.0,8.8,154.0,16.0,77.0,17.6,3.0,Cartouche,français,français,1.0
244,PS2,2002,Action,Eidos Interactive,2.96,85.0,19.0,8.0,107.0,11.0,1.0,15.0,18.0,Autre,français,français,3.0
245,X360,2009,Fighting,Capcom,2.95,93.0,77.0,7.3,333.0,18.0,249.0,16.1,12.0,Autre,français,français,3.0
246,N64,1996,Racing,Nintendo,2.94,92.0,13.0,8.3,123.0,17.0,54.0,17.0,3.0,Cartouche,français,français,4.0
247,PS2,2003,Shooter,Sony Computer Entertainment,2.94,87.0,42.0,8.8,116.0,13.0,41.0,17.1,16.0,DVD,français,français,1.0
248,PS2,2005,Fighting,THQ,2.94,84.0,45.0,8.3,135.0,15.0,71.0,16.8,16.0,DVD,anglais,français,1.0
249,GBA,2001,Puzzle,Atari,2.94,79.0,13.0,7.8,8.0,13.0,8.0,12.5,3.0,Cartouche,français,français,3.0
250,Wii,2006,Puzzle,Nintendo,2.92,83.0,61.0,7.6,236.0,15.0,178.0,15.6,7.0,DVD,français,français,2.0
251,Wii,2007,Simulation,505 Games,2.91,61.0,37.0,5.7,27.0,12.0,30.0,13.7,3.0,DVD,français,français,4.0
252,GBA,2002,Platform,Nintendo,2.91,91.0,26.0,8.9,194.0,17.0,128.0,17.9,3.0,Cartouche,français,français,1.0
253,PS2,2004,Misc,Sega,2.9,73.0,21.0,8.6,53.0,11.0,39.0,16.5,3.0,DVD,français,français,3.0
254,X360,2008,Sports,Sega,2.9,67.0,45.0,7.2,30.0,13.0,16.0,14.1,7.0,Autre,français,français,2.0
255,PS2,2003,Sports,Konami Digital Entertainment,2.9,93.0,28.0,8.4,59.0,11.0,1.0,10.0,3.0,Autre,français,français,1.0
256,PS3,2012,Racing,Electronic Arts,2.89,84.0,37.0,5.9,560.0,15.0,34.0,15.8,7.0,Autre,français,français,2.0
257,PS2,2001,Sports,Sony Computer Entertainment,2.89,85.0,30.0,8.1,20.0,15.0,22.0,16.6,3.0,Blu-Ray,français,français,3.0
258,PS,1999,Shooter,Sony Computer Entertainment,2.88,90.0,19.0,8.7,212.0,16.0,1.0,17.0,16.0,Autre,français,français,3.0
259,PS,1998,Racing,Codemasters,2.87,90.0,13.0,8.4,75.0,3.0,10.0,4.7,3.0,Autre,anglais,français,3.0
260,XOne,2013,Shooter,Activision,2.86,78.0,7.0,4.5,755.0,11.0,4.0,12.0,16.0,Autre,français,français,3.0
261,X360,2012,Sports,Electronic Arts,2.86,81.0,36.0,5.8,185.0,16.0,3.0,17.7,3.0,Autre,anglais,anglais,2.0
262,XB,2002,Role-Playing,Ubisoft,2.86,87.0,34.0,8.5,150.0,16.0,7.0,14.1,3.0,Autre,français,français,1.0
263,SNES,1990,Racing,Nintendo,2.85,85.0,13.0,8.7,129.0,17.0,55.0,17.2,3.0,Cartouche,français,français,3.0
264,N64,1997,Platform,Nintendo,2.85,65.0,8.0,7.4,133.0,16.0,49.0,15.4,3.0,Cartouche,anglais,anglais,4.0
265,Wii,2011,Action,Activision,2.85,81.0,11.0,6.1,53.0,11.0,3.0,4.0,3.0,Autre,français,français,3.0
266,PS3,2010,Action,Ubisoft,2.84,90.0,59.0,8.3,1275.0,17.0,6.0,16.7,18.0,Autre,français,français,3.0
267,X360,2007,Shooter,Take-Two Interactive,2.83,96.0,88.0,9.0,3081.0,19.0,14.0,18.8,18.0,Autre,français,français,4.0
268,X360,2009,Sports,Electronic Arts,2.83,85.0,58.0,6.2,98.0,17.0,26.0,17.7,3.0,Autre,français,français,2.0
269,PS2,2002,Fighting,THQ,2.83,80.0,46.0,8.6,114.0,17.0,178.0,17.0,16.0,Autre,anglais,français,1.0
270,PC,1994,Adventure,Red Orb,2.81,66.0,15.0,7.8,41.0,19.0,39.0,16.3,3.0,CD,français,français,4.0
271,PS3,2010,Racing,Electronic Arts,2.81,89.0,59.0,7.5,378.0,15.0,10.0,16.7,12.0,Autre,français,français,2.0
272,PS2,2003,Fighting,THQ,2.8,85.0,27.0,8.9,247.0,16.0,86.0,17.6,16.0,DVD,anglais,anglais,3.0
273,X360,2008,Action,LucasArts,2.8,73.0,74.0,6.8,516.0,11.0,14.0,16.1,16.0,Autre,français,français,1.0
274,DS,2006,Platform,Nintendo,2.8,81.0,42.0,7.5,105.0,16.0,189.0,16.4,3.0,Autre,français,français,3.0
275,PS,1997,Sports,Sony Computer Entertainment,2.79,81.0,66.0,7.3,42.0,11.0,1.0,14.0,3.0,Autre,français,français,3.0
276,PS2,2001,Fighting,THQ,2.79,76.0,24.0,7.3,56.0,16.0,49.0,16.7,16.0,DVD,anglais,anglais,3.0
277,SNES,1992,Role-Playing,Enix Corporation,2.79,84.0,46.0,8.6,93.0,18.0,197.0,18.2,12.0,Autre,français,français,1.0
278,PS2,2001,Sports,Electronic Arts,2.79,89.0,22.0,8.4,47.0,16.0,51.0,17.8,3.0,CD,anglais,français,1.0
279,DS,2009,Puzzle,Nintendo,2.79,83.0,58.0,8.2,88.0,17.0,253.0,17.8,7.0,Cartouche,français,français,2.0
280,PS4,2014,Action,Sony Computer Entertainment,2.78,80.0,90.0,8.0,4118.0,13.0,96.0,14.9,16.0,Blu-Ray,français,français,3.0
281,PS2,2003,Simulation,Electronic Arts,2.77,83.0,33.0,7.5,57.0,13.0,32.0,11.8,3.0,Autre,français,français,3.0
282,Wii,2007,Platform,Sega,2.77,69.0,44.0,6.2,284.0,13.0,210.0,14.1,7.0,DVD,anglais,français,3.0
283,PS4,2013,Action,Ubisoft,2.74,83.0,29.0,8.0,2627.0,11.0,4.0,14.3,18.0,DVD,français,français,3.0
284,N64,2000,Strategy,Nintendo,2.73,78.0,12.0,8.4,187.0,14.0,103.0,15.3,3.0,Cartouche,français,français,4.0
285,NES,1986,Action,Nintendo,2.73,58.0,9.0,8.3,36.0,19.0,16.0,18.4,3.0,Autre,français,français,4.0
286,X360,2011,Adventure,Take-Two Interactive,2.72,89.0,83.0,7.9,987.0,17.0,15.0,16.8,18.0,Autre,anglais,français,3.0
287,X360,2006,Shooter,Activision,2.71,82.0,71.0,6.8,306.0,14.0,159.0,16.3,16.0,DVD Blu-Ray,français,français,3.0
288,PS2,2001,Action,Virgin Interactive,2.7,86.0,23.0,8.2,134.0,15.0,124.0,16.7,16.0,CD,anglais,français,2.0
289,PS4,2015,Fighting,Warner Bros. Interactive Entertainment,2.7,83.0,81.0,7.7,1178.0,17.0,93.0,16.1,18.0,Blu-Ray,français,français,1.0
290,N64,1998,Misc,Nintendo,2.7,79.0,16.0,8.1,159.0,13.0,127.0,15.4,3.0,Cartouche,français,français,3.0
