,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Meta_NP,Meta_VP,Meta_NUsers,Meta_VUsers,test_note_JVC,avis_count_JVC,avis_note_JVC,Classification_Age_JVC,Support_JVC,langue_parlée_JVC,texte_JVC
12324,Monster Madness: Grave Danger,PS3,2008.0,Shooter,SouthPeak Games,0.05,0.01,0.0,0.01,0.06,55.0,25.0,6.5,6.0,11.0,2.0,9.0,3.0,Autre,français,français
12328,Rugby 15,PSV,2015.0,Sports,Bigben Interactive,0.0,0.05,0.0,0.01,0.06,19.0,5.0,3.4,68.0,7.0,1.0,20.0,3.0,Autre,français,français
12331,Fast Food Panic,Wii,2009.0,Simulation,Nobilis,0.06,0.0,0.0,0.0,0.06,57.0,6.0,7.5,4.0,11.0,7.0,14.6,3.0,DVD,français,français
12332,Samurai Warriors Chronicles 3,PSV,2014.0,Action,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,70.0,9.0,7.8,18.0,11.0,1.0,13.0,3.0,Autre,français,français
12335,Gallop Racer 2004,PS2,2004.0,Sports,Zoo Digital Publishing,0.03,0.02,0.0,0.01,0.06,70.0,15.0,8.7,12.0,11.0,2.0,18.5,3.0,Autre,français,français
12338,Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2004.0,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,45.0,16.0,7.6,13.0,11.0,3.0,17.3,3.0,CD,français,français
12341,F1 2001,XB,2001.0,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06,83.0,11.0,5.0,7.0,17.0,20.0,17.6,3.0,CD,français,français
12343,Zill O'll Infinite Plus,PSP,2009.0,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,55.0,34.0,7.7,32.0,11.0,0.0,15.0,3.0,UMD,français,français
12346,GunGriffon II,SAT,1998.0,Simulation,ESP,0.0,0.0,0.06,0.0,0.06,99.0,22.0,9.1,7661.0,11.0,0.0,15.0,3.0,CD,français,français
12347,Crimson Gem Saga,PSP,2008.0,Role-Playing,Sega,0.06,0.0,0.0,0.0,0.06,78.0,20.0,7.5,35.0,11.0,5.0,14.6,3.0,UMD,français,français
12348,Legend of Kay,PS4,2015.0,Action,Nordic Games,0.02,0.03,0.0,0.01,0.06,62.0,22.0,5.9,18.0,11.0,2.0,12.5,12.0,Autre,français,français
12349,Order Up!!,PS3,2011.0,Action,Funbox Media,0.04,0.01,0.0,0.01,0.06,55.0,8.0,4.8,4.0,11.0,1.0,20.0,3.0,Autre,français,français
12350,Steambot Chronicles: Battle Tournament,PSP,2008.0,Fighting,Irem Software Engineering,0.05,0.0,0.01,0.0,0.06,54.0,14.0,6.5,10.0,11.0,0.0,15.0,3.0,UMD,français,français
12351,Bomberman Land,PSP,2007.0,Misc,Hudson Entertainment,0.06,0.0,0.0,0.01,0.06,55.0,14.0,7.8,4.0,13.0,9.0,12.6,3.0,UMD,français,français
12353,Cel Damage,GC,2002.0,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06,67.0,12.0,7.1,13.0,14.0,10.0,18.2,3.0,Autre,anglais,anglais
12360,Bionicle Heroes,DS,2006.0,Shooter,Eidos Interactive,0.06,0.0,0.0,0.0,0.06,72.0,11.0,6.6,20.0,12.0,18.0,13.3,7.0,Autre,français,français
12362,The Pinball of the Dead,GBA,2002.0,Misc,Sega,0.05,0.02,0.0,0.0,0.06,79.0,20.0,7.3,6.0,13.0,6.0,16.2,3.0,Cartouche,français,français
12363,Growlanser IV: Over Reloaded,PSP,2011.0,Role-Playing,Atlus,0.0,0.0,0.06,0.0,0.06,67.0,14.0,8.3,72.0,15.0,2.0,17.5,3.0,PlayStation Store,français,français
12365,Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004.0,Action,Ubisoft,0.05,0.02,0.0,0.0,0.06,68.0,19.0,6.7,7.0,12.0,34.0,16.1,18.0,Blu-Ray,français,français
12370,Star Wars Knights of the Old Republic II: The Sith Lords,PC,2005.0,Role-Playing,LucasArts,0.01,0.04,0.0,0.01,0.06,85.0,31.0,8.5,946.0,15.0,262.0,16.4,12.0,CD,français,français
12371,Panzer Tactics,DS,2007.0,Strategy,10TACLE Studios,0.06,0.0,0.0,0.0,0.06,67.0,10.0,8.3,20.0,13.0,19.0,15.1,12.0,Autre,français,français
12373,Robotica,SAT,1994.0,Shooter,Sega,0.0,0.0,0.06,0.0,0.06,67.0,37.0,6.9,41.0,11.0,2.0,12.0,3.0,Autre,français,français
12375,Land of the Dead: Road to Fiddler's Green,XB,2005.0,Shooter,Groove Games,0.05,0.01,0.0,0.0,0.06,36.0,4.0,6.6,62.0,11.0,24.0,15.5,16.0,Autre,français,français
12379,Osu! Tatakae! Ouendan,DS,2005.0,Misc,Nintendo,0.0,0.0,0.06,0.0,0.06,87.0,51.0,8.5,134.0,11.0,8.0,18.0,3.0,Cartouche,français,français
12382,Age of Empires Online,PC,2011.0,Strategy,Microsoft Game Studios,0.01,0.04,0.0,0.01,0.06,70.0,44.0,5.7,189.0,17.0,291.0,14.1,12.0,Autre,français,français
12383,Alien Syndrome,Wii,2007.0,Role-Playing,Sega,0.06,0.0,0.0,0.0,0.06,48.0,24.0,7.3,26.0,9.0,8.0,6.4,12.0,DVD,français,anglais
12385,The Legend of Heroes: Trails in the Sky Second Chapter,PSP,2007.0,Role-Playing,Falcom Corporation,0.0,0.0,0.06,0.0,0.06,76.0,6.0,8.4,43.0,11.0,1.0,14.0,3.0,Autre,français,français
12388,Mystic Heroes,PS2,2002.0,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,67.0,7.0,8.8,17.0,13.0,8.0,15.0,12.0,DVD,français,français
12389,From The Abyss,DS,2008.0,Role-Playing,Nobilis,0.06,0.0,0.0,0.0,0.06,59.0,9.0,6.7,6.0,10.0,14.0,13.0,7.0,Cartouche,français,français
12392,Samurai Shodown Anthology,Wii,2008.0,Fighting,Ignition Entertainment,0.06,0.0,0.0,0.0,0.06,74.0,6.0,8.2,5.0,11.0,4.0,17.5,12.0,DVD,anglais,anglais
12394,Jurassic Park III: Park Builder,GBA,2001.0,Simulation,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06,65.0,5.0,7.4,5.0,14.0,31.0,16.3,3.0,Cartouche,français,français
12395,Mario vs. Donkey Kong: Tipping Stars,3DS,2015.0,Puzzle,Nintendo,0.0,0.0,0.06,0.0,0.06,70.0,15.0,7.4,53.0,11.0,3.0,14.7,3.0,Autre,français,français
12396,Unchained Blades,PSP,2011.0,Role-Playing,FuRyu,0.0,0.0,0.06,0.0,0.06,61.0,8.0,6.8,14.0,11.0,2.0,14.0,3.0,UMD,français,français
12399,Star Trek: Tactical Assault,DS,2006.0,Strategy,Ubisoft,0.05,0.01,0.0,0.0,0.06,63.0,15.0,7.2,13.0,10.0,8.0,16.9,12.0,Cartouche,anglais,anglais
12401,Warhammer: Battle For Atluma,PSP,2006.0,Action,Namco Bandai Games,0.05,0.0,0.0,0.01,0.06,55.0,8.0,7.0,11.0,11.0,0.0,15.0,3.0,Autre,français,français
12405,Blur,PC,2010.0,Racing,Activision,0.01,0.04,0.0,0.01,0.06,81.0,24.0,7.4,268.0,15.0,146.0,16.2,3.0,Autre,français,français
12472,Zero Escape: Zero Time Dilemma,PSV,2016.0,Adventure,Aksys Games,0.03,0.0,0.02,0.01,0.06,83.0,31.0,8.4,167.0,12.0,4.0,15.8,18.0,Autre,français,français
12477,Big Bang Mini,DS,2009.0,Shooter,SouthPeak Games,0.05,0.0,0.0,0.0,0.06,78.0,39.0,8.2,28.0,16.0,46.0,17.6,7.0,Cartouche,français,français
12480,Call of Cthulhu: Dark Corners of the Earth,XB,2005.0,Adventure,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,77.0,51.0,8.2,47.0,14.0,22.0,16.5,18.0,Autre,anglais,français
12481,The Great Escape,XB,2003.0,Action,SCi,0.05,0.01,0.0,0.0,0.06,54.0,11.0,6.9,18.0,11.0,4.0,16.0,3.0,Autre,français,français
12482,Coded Arms: Contagion,PSP,2007.0,Shooter,Konami Digital Entertainment,0.05,0.0,0.0,0.01,0.06,56.0,20.0,6.8,30.0,10.0,11.0,13.8,12.0,UMD,français,français
12483,X-Men: Destiny,DS,2011.0,Action,Activision,0.05,0.01,0.0,0.0,0.06,33.0,6.0,5.6,7.0,11.0,0.0,15.0,3.0,Cartouche,français,français
12484,Metal Gear Solid: Social Ops,PS2,2002.0,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,96.0,42.0,8.8,1839.0,11.0,0.0,15.0,3.0,Autre,français,français
12487,The Witcher,PC,2007.0,Role-Playing,Atari,0.0,0.05,0.0,0.01,0.06,86.0,30.0,8.3,3239.0,16.0,199.0,16.8,18.0,DVD,français,français
12491,Salt Lake 2002,GBA,2002.0,Sports,Ubisoft,0.04,0.02,0.0,0.0,0.06,55.0,7.0,7.5,4.0,8.0,8.0,5.3,3.0,Cartouche,français,français
12493,Warriors of the Lost Empire,PSP,2007.0,Role-Playing,Mercury Games,0.05,0.0,0.0,0.01,0.06,52.0,6.0,8.2,12.0,11.0,9.0,14.9,12.0,UMD,français,français
12494,Vexx,GC,2003.0,Platform,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,71.0,22.0,7.3,6.0,13.0,8.0,17.5,3.0,Autre,français,français
12497,Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,PSP,2010.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,56.0,35.0,7.5,48.0,11.0,1.0,12.0,3.0,UMD,français,français
12498,Batman: Rise of Sin Tzu,GC,2003.0,Action,Ubisoft,0.05,0.01,0.0,0.0,0.06,63.0,17.0,7.6,5.0,10.0,1.0,18.0,3.0,Autre,français,français
12499,Sacred 2: Fallen Angel,PC,2008.0,Role-Playing,Ascaron Entertainment GmbH,0.0,0.05,0.0,0.01,0.06,71.0,41.0,6.8,245.0,14.0,15.0,17.3,16.0,DVD,français,français
12501,Dead Rising 2: Off the Record,PC,2011.0,Action,Capcom,0.04,0.02,0.0,0.01,0.06,66.0,10.0,5.8,64.0,15.0,3.0,17.0,17.0,Autre,français,français
12504,Disney Sports Skateboarding,GC,2002.0,Sports,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.06,36.0,7.0,4.7,6.0,10.0,3.0,12.3,3.0,Autre,français,français
12507,Inversion,X360,2012.0,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,53.0,51.0,6.4,77.0,10.0,34.0,13.9,18.0,Blu-Ray DVD,anglais,français
12508,Summon Night 2,DS,2008.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,73.0,21.0,7.3,12.0,11.0,0.0,15.0,3.0,Cartouche,français,français
12512,Terminator 3: The Redemption,XB,2004.0,Shooter,Atari,0.05,0.01,0.0,0.0,0.06,68.0,29.0,7.9,20.0,11.0,4.0,19.5,16.0,Autre,français,français
12513,Alvin and the Chipmunks,Wii,2007.0,Misc,Eidos Interactive,0.05,0.0,0.0,0.0,0.06,30.0,4.0,5.1,32.0,11.0,0.0,15.0,3.0,DVD,français,français
12517,Serious Sam II,XB,2005.0,Shooter,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,74.0,31.0,7.2,299.0,15.0,7.0,17.1,12.0,Autre,français,français
12518,Remember Me,PC,2013.0,Action,Capcom,0.0,0.05,0.0,0.01,0.06,65.0,26.0,7.4,1160.0,16.0,283.0,15.1,16.0,DVD,français,français
12519,ICO,PS3,2011.0,Action,Sony Computer Entertainment,0.0,0.0,0.06,0.0,0.06,92.0,58.0,8.6,693.0,11.0,18.0,14.3,3.0,Autre,français,français
12530,Penny Racers,N64,1998.0,Racing,THQ,0.05,0.01,0.0,0.0,0.06,67.0,10.0,6.9,9.0,11.0,1.0,11.0,3.0,Cartouche,français,français
12533,Marvel Super Heroes,SAT,1997.0,Fighting,Capcom,0.0,0.0,0.06,0.0,0.06,83.0,22.0,7.7,418.0,11.0,3.0,17.3,3.0,Autre,français,français
12538,Worms Blast,GC,2002.0,Puzzle,Ubisoft,0.05,0.01,0.0,0.0,0.06,65.0,12.0,7.3,6.0,16.0,16.0,16.3,3.0,Autre,français,français
12546,Gun Showdown,PSP,2006.0,Action,Activision,0.05,0.01,0.0,0.01,0.06,73.0,41.0,7.5,13.0,10.0,24.0,15.0,18.0,Autre,français,français
12548,Syndicate,PC,1992.0,Strategy,Electronic Arts,0.0,0.05,0.0,0.01,0.06,69.0,16.0,6.0,434.0,13.0,63.0,12.7,18.0,DVD,français,français
12556,Ivy the Kiwi?,Wii,2010.0,Puzzle,Rising Star Games,0.04,0.02,0.0,0.0,0.06,74.0,30.0,7.2,12.0,11.0,1.0,16.0,3.0,Autre,français,français
12559,Xiaolin Showdown,PSP,2006.0,Action,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,59.0,4.0,7.0,4.0,11.0,3.0,7.0,3.0,Autre,français,français
12562,Need for Speed: Shift,PC,2009.0,Racing,Electronic Arts,0.0,0.05,0.0,0.01,0.06,83.0,22.0,5.9,515.0,15.0,169.0,13.1,3.0,DVD,français,français
12565,Commandos: Strike Force,PS2,2006.0,Shooter,Eidos Interactive,0.03,0.02,0.0,0.01,0.06,58.0,26.0,8.0,20.0,12.0,8.0,12.4,16.0,DVD,français,français
12567,Darksiders II,XOne,2015.0,Action,Nordic Games,0.03,0.02,0.0,0.01,0.06,75.0,10.0,8.0,62.0,17.0,6.0,16.8,16.0,Autre,français,français
12569,Create,PC,2010.0,Action,Electronic Arts,0.04,0.01,0.0,0.01,0.06,54.0,7.0,5.7,12.0,11.0,4.0,17.0,7.0,Autre,français,français
12570,Guilty Gear X: Advance Edition,GBA,2002.0,Fighting,Sammy Corporation,0.04,0.02,0.0,0.0,0.06,67.0,14.0,5.8,10.0,10.0,4.0,12.5,12.0,Cartouche,français,français
12572,Zoo Tycoon 2,PC,2004.0,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.06,72.0,34.0,7.9,70.0,14.0,111.0,15.7,3.0,DVD,français,français
12576,Theresia...,DS,2008.0,Adventure,Arc System Works,0.06,0.0,0.0,0.0,0.06,61.0,6.0,8.3,10.0,11.0,2.0,18.0,3.0,Cartouche,français,français
12578,Top Gun: Hard Lock,X360,2012.0,Action,505 Games,0.03,0.02,0.0,0.0,0.06,54.0,8.0,3.5,16.0,9.0,7.0,13.9,12.0,Blu-Ray DVD,français,français
12579,JoJo's Bizarre Adventure: All Star Battle,3DS,2012.0,Fighting,Take-Two Interactive,0.06,0.0,0.0,0.0,0.06,71.0,53.0,8.1,94.0,14.0,2.0,15.0,3.0,Autre,français,français
12589,Oddworld: Munch's Oddysee,GBA,2003.0,Platform,THQ,0.04,0.02,0.0,0.0,0.06,44.0,15.0,2.9,8.0,16.0,4.0,15.3,3.0,Autre,français,français
12593,DuckTales: Remastered,WiiU,2013.0,Action,Capcom,0.05,0.0,0.0,0.0,0.06,76.0,10.0,8.0,116.0,16.0,24.0,16.8,7.0,Autre,français,français
12594,LEGO Batman: The Videogame,PC,2008.0,Action,Warner Bros. Interactive Entertainment,0.02,0.03,0.0,0.01,0.06,80.0,15.0,7.0,591.0,13.0,15.0,13.7,7.0,DVD,français,français
12595,Atelier Sophie: The Alchemist of the Mysterious Book,PSV,2015.0,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,75.0,32.0,7.7,83.0,12.0,4.0,15.0,3.0,Autre,français,français
12599,Klonoa Beach Volleyball,PS,2002.0,Sports,Namco Bandai Games,0.03,0.02,0.0,0.0,0.06,78.0,22.0,7.7,32.0,10.0,6.0,13.5,3.0,CD,français,français
12601,TrackMania Turbo,XOne,2016.0,Action,Ubisoft,0.02,0.03,0.0,0.0,0.06,76.0,12.0,7.3,49.0,16.0,12.0,17.7,3.0,Autre,français,français
12602,Izuna 2: The Unemployed Ninja Returns,DS,2007.0,Role-Playing,Success,0.05,0.0,0.0,0.0,0.06,65.0,18.0,8.2,15.0,11.0,0.0,15.0,3.0,Cartouche,français,français
12603,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005.0,Action,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,58.0,10.0,7.6,11.0,10.0,7.0,11.6,7.0,Autre,français,français
12605,Mercury Meltdown,PSP,2006.0,Action,Atari,0.05,0.01,0.0,0.01,0.06,78.0,36.0,8.1,11.0,13.0,15.0,17.1,3.0,UMD,français,français
12607,3D Lemmings,PS,1995.0,Puzzle,Psygnosis,0.03,0.02,0.0,0.0,0.06,59.0,8.0,6.7,16.0,14.0,11.0,14.1,3.0,CD,français,français
12610,Resident Evil - Code: Veronica X,GC,2003.0,Action,Capcom,0.05,0.01,0.0,0.0,0.06,62.0,16.0,8.3,65.0,9.0,53.0,14.0,16.0,Autre,anglais,français
12611,Broken Sword: The Shadow of the Templars,GBA,2002.0,Adventure,BAM! Entertainment,0.04,0.02,0.0,0.0,0.06,80.0,17.0,8.2,22.0,16.0,12.0,16.9,12.0,Autre,français,français
12612,Back to the Future: The Game,Wii,2011.0,Adventure,Telltale Games,0.05,0.0,0.0,0.0,0.06,66.0,7.0,3.7,10.0,11.0,2.0,15.5,3.0,Autre,français,français
12615,Kelly Slater's Pro Surfer,GC,2002.0,Sports,Activision,0.05,0.01,0.0,0.0,0.06,80.0,15.0,8.2,6.0,16.0,6.0,18.3,3.0,Autre,anglais,français
12617,Sacred 3,X360,2014.0,Role-Playing,Deep Silver,0.03,0.03,0.0,0.01,0.06,51.0,11.0,4.2,45.0,10.0,16.0,11.3,16.0,Blu-Ray DVD,français,français
12620,Trapt,PS2,2005.0,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,60.0,36.0,7.9,20.0,11.0,8.0,12.6,12.0,DVD,japonais,anglais
12625,Jumper: Griffin's Story,X360,2008.0,Action,Eidos Interactive,0.05,0.0,0.0,0.0,0.06,29.0,16.0,3.2,31.0,8.0,8.0,13.8,12.0,Autre,français,français
12626,Worms 3D,XB,2003.0,Strategy,Sega,0.04,0.01,0.0,0.0,0.06,74.0,15.0,7.1,82.0,14.0,1.0,17.0,3.0,Autre,français,français
12631,PoPoLoCrois,PSP,2005.0,Role-Playing,Ignition Entertainment,0.05,0.0,0.0,0.0,0.06,66.0,41.0,7.8,20.0,12.0,17.0,14.8,3.0,UMD,français,anglais
12633,Dragon Rage,PS2,2001.0,Shooter,3DO,0.03,0.02,0.0,0.01,0.06,50.0,9.0,6.3,10.0,11.0,3.0,12.0,12.0,Autre,français,français
12634,Lord of Magna: Maiden Heaven,3DS,2014.0,Role-Playing,Marvelous Entertainment,0.0,0.0,0.06,0.0,0.06,68.0,16.0,7.6,43.0,11.0,2.0,17.0,3.0,Cartouche,français,anglais
12635,Dig Dug: Digging Strike,DS,2005.0,Puzzle,Atari,0.05,0.0,0.0,0.0,0.06,65.0,24.0,7.1,7.0,11.0,1.0,13.0,3.0,Cartouche,français,français
12644,S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007.0,Shooter,THQ,0.01,0.04,0.0,0.01,0.06,82.0,44.0,8.4,1864.0,11.0,0.0,15.0,16.0,Autre,français,français
12646,Tron 2.0: Killer App,XB,2004.0,Action,Disney Interactive Studios,0.04,0.01,0.0,0.0,0.06,69.0,36.0,4.5,6.0,15.0,3.0,16.7,7.0,Autre,anglais,anglais
12651,The Fast and the Furious,PS2,2006.0,Racing,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,59.0,22.0,6.5,31.0,11.0,0.0,15.0,3.0,Autre,français,français
12653,Super Robot Wars OG: The Moon Dwellers,PS3,2016.0,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,79.0,15.0,7.3,13.0,11.0,0.0,15.0,3.0,Autre,français,français
12662,Warriors Orochi 2,X360,2008.0,Action,Tecmo Koei,0.04,0.0,0.01,0.0,0.06,44.0,28.0,8.3,16.0,11.0,18.0,18.1,12.0,Autre,anglais,français
12663,The History Channel: Battle for the Pacific,X360,2007.0,Shooter,Activision,0.05,0.0,0.0,0.0,0.06,35.0,11.0,5.9,22.0,4.0,3.0,9.0,12.0,DVD Blu-Ray,anglais,anglais
12664,Racing Gears Advance,GBA,2004.0,Racing,Zoo Digital Publishing,0.04,0.02,0.0,0.0,0.06,83.0,17.0,8.6,16.0,11.0,1.0,16.0,3.0,Autre,français,français
12666,Project Setsuna,PS4,2016.0,Role-Playing,Square Enix,0.0,0.0,0.06,0.0,0.06,74.0,72.0,7.4,191.0,14.0,13.0,15.5,3.0,PlayStation Store,japonais,anglais
12673,Brave: A Warrior's Tale,X360,2009.0,Action,SouthPeak Games,0.05,0.01,0.0,0.0,0.06,42.0,17.0,5.0,4.0,14.0,20.0,13.3,7.0,Autre,français,français
12677,The Saboteur,PC,2009.0,Action,Electronic Arts,0.0,0.05,0.0,0.01,0.06,76.0,20.0,7.8,347.0,15.0,153.0,15.7,18.0,DVD,français,français
12680,Warriors: Legends of Troy,X360,2011.0,Action,Tecmo Koei,0.0,0.04,0.01,0.01,0.06,54.0,11.0,7.3,12.0,11.0,30.0,16.2,18.0,Blu-Ray DVD,anglais,français
12682,Nanostray,DS,2005.0,Shooter,Majesco Entertainment,0.05,0.0,0.0,0.0,0.06,71.0,43.0,7.7,20.0,13.0,25.0,15.7,7.0,Cartouche,français,français
12689,Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006.0,Shooter,Ubisoft,0.03,0.02,0.0,0.01,0.06,44.0,8.0,4.5,45.0,9.0,23.0,13.0,12.0,DVD,français,français
12690,Urban Chaos: Riot Response,PS2,2006.0,Shooter,Eidos Interactive,0.03,0.02,0.0,0.01,0.06,73.0,35.0,8.3,50.0,14.0,42.0,16.7,18.0,DVD,français,français
12691,Generation of Chaos,PSP,2005.0,Role-Playing,Midas Interactive Entertainment,0.05,0.0,0.0,0.0,0.06,60.0,29.0,7.1,17.0,11.0,2.0,11.5,12.0,UMD,français,français
12694,The Sims 2: University,PC,2005.0,Simulation,Electronic Arts,0.01,0.04,0.0,0.01,0.06,81.0,31.0,7.8,60.0,15.0,127.0,16.1,12.0,CD,français,français
12696,Resident Evil 2,GC,2003.0,Action,Capcom,0.04,0.01,0.0,0.0,0.06,59.0,15.0,8.9,100.0,18.0,253.0,18.4,16.0,Autre,français,français
12700,The Amazing Spider-Man 2 (2014),WiiU,2014.0,Action,Activision,0.03,0.02,0.0,0.0,0.06,58.0,5.0,6.1,29.0,13.0,5.0,15.0,16.0,Autre,français,français
12704,Vampire Rain: Altered Species,PS3,2008.0,Action,Ignition Entertainment,0.05,0.0,0.0,0.0,0.06,30.0,15.0,3.8,40.0,6.0,24.0,8.5,18.0,Blu-Ray,français,français
12708,Scurge: Hive,DS,2006.0,Action,SouthPeak Games,0.05,0.0,0.0,0.0,0.06,70.0,29.0,7.9,9.0,14.0,7.0,15.3,7.0,Autre,français,français
12710,Murdered: Soul Suspect,PC,2014.0,Action,Square Enix,0.0,0.05,0.0,0.01,0.06,59.0,22.0,7.3,530.0,11.0,90.0,14.3,18.0,Autre,français,français
12711,Romance of the Three Kingdoms 13,PS4,2015.0,Action,Tecmo Koei,0.01,0.0,0.05,0.0,0.06,67.0,22.0,7.3,36.0,11.0,0.0,15.0,3.0,Autre,français,français
12715,Ride to Hell,X360,2013.0,Racing,Deep Silver,0.04,0.01,0.0,0.0,0.06,19.0,14.0,1.3,443.0,5.0,18.0,7.0,16.0,Blu-Ray DVD,anglais,français
12717,Mana Khemia: Alchemists of Al-Revis,PS2,2007.0,Role-Playing,Nippon Ichi Software,0.03,0.02,0.0,0.01,0.06,69.0,20.0,8.1,55.0,17.0,4.0,16.8,12.0,DVD,français,français
12720,Zone of the Enders: The Fist of Mars,GBA,2001.0,Role-Playing,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06,71.0,12.0,8.2,17.0,13.0,23.0,18.1,3.0,Cartouche,français,français
12722,Teenage Mutant Ninja Turtles: Tournament Fighters,SNES,1992.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,83.0,17.0,7.4,18.0,11.0,5.0,17.0,3.0,Cartouche,français,français
12726,Blade Dancer: Lineage of Light,PSP,2006.0,Role-Playing,Atari,0.05,0.0,0.0,0.0,0.06,60.0,33.0,6.5,22.0,12.0,32.0,12.6,12.0,UMD,anglais,français
12733,Chaos Rings III,PSV,2014.0,Role-Playing,Square Enix,0.0,0.0,0.06,0.0,0.06,79.0,6.0,8.6,39.0,11.0,1.0,19.0,3.0,Autre,français,français
12734,Tom Clancy's Splinter Cell: Double Agent,GC,2006.0,Action,Ubisoft,0.04,0.01,0.0,0.0,0.06,64.0,8.0,6.7,9.0,18.0,28.0,17.6,18.0,Autre,français,français
12741,Bleach: Blade Battlers 2nd,PS2,2007.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.06,0.0,0.06,83.0,32.0,7.4,30.0,11.0,10.0,18.4,3.0,CD,français,français
12742,Samurai Jack: The Shadow of Aku,PS2,2004.0,Action,Sega,0.03,0.02,0.0,0.01,0.06,59.0,21.0,8.4,14.0,12.0,4.0,13.8,7.0,DVD,anglais,français
12744,Men in Black The Series: Crashdown,PS,2001.0,Shooter,Infogrames,0.03,0.02,0.0,0.0,0.06,59.0,7.0,6.4,8.0,11.0,9.0,16.4,3.0,Autre,français,français
12746,FIFA Street,GC,2005.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.06,63.0,16.0,6.5,10.0,15.0,118.0,16.9,3.0,Autre,français,français
12747,Tsugunai: Atonement,PS2,2001.0,Role-Playing,Sony Computer Entertainment,0.02,0.01,0.02,0.0,0.06,67.0,13.0,8.8,6.0,11.0,0.0,15.0,3.0,DVD,anglais,anglais
12749,Lost Kingdoms II,GC,2003.0,Role-Playing,Activision,0.04,0.01,0.0,0.0,0.06,68.0,25.0,8.4,19.0,14.0,22.0,15.8,12.0,Autre,français,français
12750,Aggressive Inline,GC,2002.0,Sports,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.06,88.0,16.0,7.5,10.0,16.0,7.0,17.3,3.0,Autre,français,français
12751,Nights of Azure,PS4,2015.0,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,67.0,40.0,7.3,98.0,15.0,3.0,18.3,3.0,Autre,français,français
12753,Viewtiful Joe: Red Hot Rumble,GC,2005.0,Action,Capcom,0.04,0.01,0.0,0.0,0.06,62.0,27.0,6.9,10.0,13.0,16.0,14.8,3.0,Autre,français,français
12761,SD Gundam G Generation Wars,Wii,2009.0,Strategy,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,74.0,14.0,8.0,9.0,11.0,0.0,15.0,3.0,DVD,français,français
12762,Broken Sword II: The Smoking Mirror,PS,1997.0,Adventure,Sony Computer Entertainment,0.03,0.02,0.0,0.0,0.06,69.0,11.0,8.0,128.0,17.0,1.0,19.0,12.0,Autre,français,français
12765,Wreckless: ThE YaKuza MisSiOns,GC,2002.0,Racing,Activision,0.04,0.01,0.0,0.0,0.06,58.0,17.0,7.0,5.0,13.0,22.0,16.5,12.0,Autre,français,français
12766,Doki-Doki Universe,PSV,2013.0,Adventure,Sony Computer Entertainment,0.01,0.04,0.0,0.01,0.06,66.0,7.0,5.2,18.0,13.0,2.0,18.0,3.0,Autre,français,français
12768,TOCA Race Driver 2: Ultimate Racing Simulator,PS2,2004.0,Racing,Codemasters,0.03,0.02,0.0,0.01,0.06,83.0,4.0,8.3,11.0,16.0,20.0,17.0,12.0,DVD,français,français
12770,Dr. Muto,XB,2002.0,Platform,Midway Games,0.04,0.01,0.0,0.0,0.06,70.0,13.0,7.2,5.0,13.0,2.0,17.5,3.0,Autre,français,français
