,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,developpeur_goo,distributeur_goo,langue_goo,PEGI_goo,game_series_goo,game_mode_goo,developpeur_wiki,langue_wiki,PEGI_wiki,game_mode_wiki,Meta_NP,Meta_VP,Meta_NUsers,Meta_VUsers,test_note_JVC,avis_count_JVC,avis_note_JVC,Classification_Age_JVC,max_joueurs_JVC,Mode_JVC,Support_JVC,langue_parlée_JVC,texte_JVC,nb_joueurs_JVC
131,Kingdom Hearts,PS2,2002.0,Role-Playing,Sony Computer Entertainment,3.64,1.2,1.49,0.07,6.4,"Squaresoft, Square Enix, Jupiter",,,,,,,,,,85.0,46.0,8.8,1241.0,15,658,17.6,12.0,,Jouable en solo,DVD,français,français,
132,Pokémon Crystal Version,GB,2000.0,Role-Playing,Nintendo,2.55,1.56,1.29,0.99,6.39,,,,16.0,,,,,,,,,,,15,270,17.4,3.0,,,Cartouche,français,français,
133,Halo 3: ODST,X360,2009.0,Shooter,Microsoft Game Studios,4.34,1.35,0.06,0.61,6.36,,,,,,,,,,,83.0,94.0,7.6,1674.0,16,5,18.4,16.0,,,,,,
134,Red Dead Redemption,X360,2010.0,Action,Take-Two Interactive,3.7,1.97,0.09,0.57,6.34,,,,,,,,,,,95.0,96.0,9.0,3165.0,18,2847,18.7,18.0,,Jouable en solo Multi en ligne,Blu-Ray DVD,français,français,
135,Super Mario Sunshine,GC,2002.0,Platform,Nintendo,4.01,1.26,0.87,0.17,6.31,,,,7.0,,,Nintendo EAD,,3.0,Un joueur,92.0,61.0,8.4,996.0,18,849,18.3,3.0,,Jouable en solo,Nintendo Game Disc,,,
136,Street Fighter II: The World Warrior,SNES,1992.0,Fighting,Capcom,2.47,0.83,2.87,0.12,6.3,Capcom Système : Capcom CPS1 ...,,,,,,Capcom,En japonais (Japon),,Un ou deux joueurs,,,,,18,126,18.6,,2.0,,Cartouche,,,2.0
137,World of Warcraft,PC,2004.0,Role-Playing,Activision,0.07,6.21,0.0,0.0,6.28,,,,,,,,,,,93.0,57.0,7.4,3433.0,18,1099,16.6,12.0,,Multi en ligne,Online CD,français,français,
138,Driver,PS,1999.0,Action,GT Interactive,3.11,2.8,0.02,0.33,6.27,,,,,,,,,,,87.0,22.0,8.0,167.0,19,184,17.6,3.0,,Jouable en solo,Cartouche App Store PlayStation Store CD,français,français,
139,Kinect Sports,X360,2010.0,Sports,Microsoft Game Studios,3.92,1.78,0.03,0.51,6.24,,,,,,,Rare,,12.0,"Un joueur, Multijoueur",73.0,51.0,7.7,122.0,13,151,16.1,3.0,4.0,Multi en ligne,DVD,français,français,4.0
140,Gears of War 3,X360,2011.0,Shooter,Microsoft Game Studios,4.05,1.62,0.07,0.49,6.24,,,,,,,Epic Games,Multilingue,18.0,"De un à deux joueurs en local, jusqu'à dix en ligne.",91.0,96.0,8.1,2011.0,19,1360,18.3,18.0,,Multi en ligne,DVD,,,
141,Gears of War,X360,2006.0,Shooter,Microsoft Game Studios,3.54,1.9,0.07,0.6,6.11,Epic Games (Xbox 360); People ...,,,,,,,,,,94.0,88.0,8.4,2978.0,18,1003,17.5,18.0,,Multi en ligne,DVD Blu-Ray,français,français,
142,Metal Gear Solid 2: Sons of Liberty,PS2,2001.0,Action,Konami Digital Entertainment,2.45,2.01,0.87,0.72,6.05,,,,,,,,,,,96.0,42.0,8.8,1839.0,--,1,19,,,,PlayStation Store,,,
143,Sonic the Hedgehog 2,GEN,1992.0,Platform,Sega,4.47,1.2,0.16,0.19,6.03,,,,,,,,,,,82.0,11.0,7.8,109.0,19,210,18.6,3.0,,Jouable en solo Multi sur le même écran Multi en local Multi en ligne,,,,
144,Metal Gear Solid 4: Guns of the Patriots,PS3,2008.0,Action,Konami Digital Entertainment,2.63,1.74,0.83,0.83,6.03,,,,,,,Kojima Productions,Multilingue,18.0,"Un joueur, multijoueur",94.0,82.0,8.8,4317.0,17,1567,18.3,18.0,,Jouable en solo,PlayStation Store Blu-Ray,anglais,français,
145,Metal Gear Solid,PS,1998.0,Action,Konami Digital Entertainment,3.18,1.83,0.78,0.24,6.03,,,,,,,,,,,94.0,20.0,8.4,2124.0,18,177,17.5,3.0,,Jouable en solo,PlayStation Store CD Nintendo Game Disc,français,français,
146,The Last of Us,PS3,2013.0,Action,Sony Computer Entertainment Europe,2.41,2.28,0.28,1.01,5.99,,,,,,,,,,,95.0,98.0,9.2,14166.0,19,3082,18.7,18.0,8.0,Multi en ligne,Blu-Ray,français,français,8.0
147,Final Fantasy XII,PS2,2006.0,Role-Playing,Square Enix,1.88,0.0,2.33,1.74,5.95,,,,,,,,,,,92.0,64.0,7.6,1517.0,19,1222,17.2,16.0,,Jouable en solo,DVD,,,
148,LittleBigPlanet,PS3,2008.0,Platform,Sony Computer Entertainment,2.8,2.05,0.17,0.9,5.92,,,,7.0,,,,,,,95.0,85.0,6.8,5652.0,18,1106,17.9,7.0,2.0,,Blu-Ray,français,français,2.0
149,Dragon Quest IX: Sentinels of the Starry Skies,DS,2009.0,Role-Playing,Nintendo,0.66,0.69,4.35,0.15,5.84,,,,,,,,,,,87.0,65.0,8.6,280.0,,,,,,,,,,
150,LEGO Star Wars: The Complete Saga,Wii,2007.0,Action,LucasArts,3.66,1.63,0.0,0.53,5.83,,,,3.0,,,,,,,80.0,17.0,8.7,130.0,14,98,16.5,3.0,,Jouable en solo Multi en coopératif,DVD,,français,
151,Resident Evil 2,PS,1998.0,Action,Virgin Interactive,1.88,1.47,2.02,0.45,5.82,,,,,,,[afficher],Français (textes),16.0,Un joueur ou 2 joueur en écran scindé,89.0,13.0,9.3,1129.0,18,253,18.4,16.0,,Jouable en solo,PlayStation Store Cartouche CD GDROM Nintendo Game Disc,français,français,
152,Tekken 2,PS,1996.0,Fighting,Sony Computer Entertainment,2.26,1.89,1.36,0.23,5.74,"Namco, Bandai Namco Entertainment",,,,,Multijoueur,Namco,,12.0,"Un joueur, deux joueurs",89.0,8.0,8.3,207.0,--,95,16.3,12.0,,,PlayStation Store CD,,,
153,Cooking Mama,DS,2006.0,Simulation,505 Games,3.13,1.94,0.07,0.58,5.72,,,,,,,Office Create,,,"Un joueur, multijoueur",67.0,35.0,7.4,31.0,12,2,15.5,3.0,,,App Store DVD,,français,
154,Destiny,PS4,2014.0,Shooter,Activision,2.49,2.05,0.16,0.96,5.65,Bungie,,,,,,,,,,76.0,95.0,6.1,5605.0,12,850,14.6,16.0,,Jouable en solo Multi en ligne Multi en coopératif Multi en compétitif,Blu-Ray,français,français,
155,Tetris,NES,1988.0,Puzzle,Nintendo,2.97,0.69,1.81,0.11,5.58,"Alekseï Pajitnov, Sega, Spectrum HoloByte, Philips, PLUS",,,,,"Solo, Multijoueur",,,,,83.0,27.0,8.1,297.0,--,8,17.8,,,,,,,
156,Assassin's Creed II,PS3,2009.0,Action,Ubisoft,2.54,1.95,0.21,0.87,5.57,,,,,,,,,,,91.0,70.0,8.7,2069.0,18,2351,18,18.0,,Jouable en solo,Blu-Ray,français,français,
157,Super Smash Bros.,N64,1999.0,Fighting,Nintendo,2.95,0.6,1.97,0.04,5.55,,,,,,,,,,,79.0,11.0,8.7,493.0,16,283,17,3.0,4.0,Multi sur le même écran,Cartouche,français,français,4.0
158,Assassin's Creed,X360,2007.0,Adventure,Ubisoft,3.28,1.65,0.07,0.55,5.55,"Ubisoft, Gameloft, Ubisoft Montréal, Ubisoft Québec, PLUS",,,,,,Ubisoft,,,,81.0,77.0,7.6,1432.0,--,4,16.5,,,,,,,
159,Batman: Arkham City,PS3,2011.0,Action,Warner Bros. Interactive Entertainment,2.7,1.91,0.11,0.8,5.53,"Rocksteady Studios, WB Games Montréal",,,,Batman: Arkham,Solo,,,,,96.0,42.0,8.8,3459.0,--,0,--,16.0,,Jouable en solo,Blu-Ray,,français,
160,Forza Motorsport 3,X360,2009.0,Racing,Microsoft Game Studios,2.99,1.92,0.1,0.51,5.51,Turn 10 Date de sortie : 23/10/2009.,,,,,,Turn 10 Studios,Multilingue,3.0,"Un joueur, multijoueur",92.0,90.0,8.1,573.0,17,784,17.3,3.0,2.0,Multi sur le même écran Multi en ligne,DVD,français,français,2.0
161,Monster Hunter Freedom Unite,PSP,2008.0,Role-Playing,Capcom,0.47,0.57,4.13,0.34,5.5,,,,,,,,,,,81.0,48.0,8.5,179.0,16,1010,18.4,12.0,4.0,,UMD,,,4.0
162,Super Mario Advance,GBA,2001.0,Platform,Nintendo,3.14,1.24,0.91,0.2,5.49,,,,,,,Nintendo R&D4,,3.0,Un joueur,84.0,19.0,7.6,85.0,15,119,15.1,,1.0,,Cartouche,,,1.0
163,Mario Kart: Super Circuit,GBA,2001.0,Racing,Nintendo,2.62,1.64,0.99,0.23,5.47,,,,,,Un joueur; Multijoueur local (2-4),,,,,93.0,24.0,7.8,251.0,18,308,17.3,3.0,2.0,,Cartouche,français,français,2.0
164,Super Mario World,GBA,2001.0,Platform,Nintendo,3.21,1.11,0.95,0.2,5.46,,,,,,,,,,,92.0,28.0,9.0,236.0,17,144,17.8,3.0,2.0,Jouable en solo Multi en local,Cartouche,,,2.0
165,Pokemon Stadium,N64,1999.0,Strategy,Nintendo,3.18,1.24,0.94,0.09,5.45,,,,,,,,,,,78.0,12.0,8.4,187.0,14,103,15.3,3.0,2.0,,Cartouche,français,français,2.0
166,Call of Duty: World at War,PS3,2008.0,Shooter,Activision,2.72,1.87,0.0,0.84,5.43,Treyarch; n-Space (DS); Glu Mo...,,,,,,,,,,85.0,45.0,7.8,549.0,11,143,14.5,18.0,4.0,Jouable en solo Multi en ligne Multi en coopératif Multi en compétitif,PlayStation Store,français,français,4.0
167,Crash Bandicoot: The Wrath of Cortex,PS2,2001.0,Platform,Universal Interactive,2.07,2.29,0.24,0.82,5.42,,,,,,,Traveller's Tales,,,Solo,66.0,22.0,7.3,328.0,13,169,15.9,3.0,,Jouable en solo,CD,,,
168,Minecraft,PS3,2014.0,Misc,Sony Computer Entertainment,1.97,2.51,0.0,0.94,5.42,"Mojang Studios, Telltale Games, Xbox Game Studios, 4J Studios, Double Eleven, Other Ocean Interactive",,,,,,,,,,86.0,21.0,6.9,368.0,--,122,17,7.0,,Jouable en solo Multi en ligne,PlayStation Store,,français,
169,Final Fantasy XIII,PS3,2009.0,Role-Playing,Square Enix,1.74,1.24,1.87,0.52,5.36,,,,,,,,,,,83.0,83.0,7.1,2929.0,16,2343,15.3,16.0,,Jouable en solo,Blu-Ray,,,
170,Dr. Mario,GB,1989.0,Puzzle,Nintendo,2.18,0.96,2.0,0.2,5.34,,,,,,,,,,,,,,,--,19,12.8,,,Jouable en solo,Cartouche,,,
171,Pokemon Pinball,GB,1999.0,Misc,Nintendo,3.02,1.12,1.01,0.16,5.31,,,,,,,HAL Laboratory,Japonais,,Solo,81.0,22.0,7.7,62.0,15,48,15.3,3.0,,Jouable en solo Multi en local,Console Virtuelle Cartouche,,anglais,
172,Assassin's Creed III,X360,2012.0,Action,Ubisoft,3.13,1.71,0.03,0.44,5.3,,,Multilingue; Mohawk (sous-titré),18.0,,,,,,,84.0,61.0,6.9,1390.0,18,1926,17.1,18.0,,Jouable en solo Multi en ligne,Online Blu-Ray DVD Contenu Xbox Live Steam uPlay iDensity PlayStation Store,français,français,
173,Final Fantasy IX,PS,2000.0,Role-Playing,SquareSoft,1.62,0.77,2.78,0.14,5.3,Square,,,,,,,,,,94.0,22.0,9.0,1468.0,18,7,19.6,3.0,,Jouable en solo,App Store Google Play CD PlayStation Store,,français,
174,Final Fantasy X-2,PS2,2003.0,Role-Playing,Electronic Arts,1.92,1.08,2.11,0.17,5.29,"Square, Square Enix, Virtuos",,,,,Solo,,,,,85.0,45.0,7.5,635.0,17,367,14.9,12.0,,Jouable en solo,DVD,,,
175,Donkey Kong 64,N64,1999.0,Platform,Nintendo,3.33,0.79,1.09,0.06,5.27,,,,,,,Rare,,3.0,"Solo, multijoueur",90.0,14.0,8.6,309.0,18,240,17.9,,1.0,,Cartouche,français,français,1.0
176,Assassin's Creed II,X360,2009.0,Action,Ubisoft,3.1,1.56,0.08,0.51,5.27,,,,,,,,,,,90.0,82.0,8.8,1883.0,18,1940,18.2,18.0,,Jouable en solo,CD PlayStation Store Contenu Xbox Live DVD Blu-Ray,français,français,
177,Professor Layton and the Curious Village,DS,2007.0,Puzzle,Nintendo,1.22,2.48,1.03,0.52,5.26,,,,,,,Level-5,"Voix en anglais, sous-titres en français",7.0,Un joueur,85.0,72.0,8.4,224.0,,,,,,,,,,
178,Tomb Raider II,PS,1997.0,Action,Eidos Interactive,2.3,2.46,0.2,0.28,5.24,,,,,,,,,,,85.0,13.0,,,--,,,,,,,,,
179,Madden NFL 2004,PS2,,Sports,Electronic Arts,4.26,0.26,0.01,0.71,5.23,,,,,,,EA Tiburon,,,Solo et multijoueur,94.0,29.0,8.2,153.0,17,7,18.6,3.0,2.0,,DVD,anglais,anglais,2.0
180,Dragon Quest VIII: Journey of the Cursed King,PS2,2004.0,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,5.21,,,,,,,,,,,89.0,63.0,8.7,382.0,19,739,18.4,12.0,,Jouable en solo,DVD,anglais,français,
181,Diablo III,PC,2012.0,Role-Playing,Activision,2.43,2.15,0.0,0.62,5.2,,,,,,,Blizzard Entertainment,Multilingue,,"Un joueur, multijoueur",88.0,86.0,4.2,10033.0,18,2082,15.4,16.0,,,,,,
182,Super Mario Bros. 3,GBA,2003.0,Platform,Nintendo,2.93,1.25,0.83,0.2,5.2,,,,,,,Nintendo R&D4,Japonais,3.0,1 à 2 joueurs (en alternance),94.0,25.0,8.9,276.0,19,2,20,3.0,,,Cartouche eShop Console Virtuelle,anglais,anglais,
183,New Super Mario Bros. U,WiiU,2012.0,Platform,Nintendo,2.32,1.3,1.27,0.31,5.19,,,,,,,,,,,84.0,70.0,8.0,945.0,14,447,16.3,3.0,,,iDensity,,,
184,Super Mario Land 3: Wario Land,GB,1994.0,Platform,Nintendo,2.49,0.98,1.57,0.15,5.19,,,,,,1,,,,,,,,,16,98,17.6,3.0,,Jouable en solo,Cartouche,,,
185,FIFA Soccer 13,X360,2012.0,Action,Electronic Arts,1.08,3.48,0.03,0.58,5.18,,,,,,,,,,,90.0,48.0,6.3,437.0,18,1224,15,3.0,,Jouable en solo Multi sur le même écran Multi en local Multi en ligne Multi en compétitif,iDensity DVD App Store Cartouche Blu-Ray New Game Media UMD,français,français,
186,The Legend of Zelda: Phantom Hourglass,DS,2007.0,Action,Nintendo,1.9,1.83,0.95,0.49,5.17,,,,,,,Nintendo EAD,Multilingue,,"Un joueur, multijoueur",90.0,57.0,7.9,608.0,18,1119,17.3,7.0,,Jouable en solo Multi en compétitif,Cartouche,,,
187,Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995.0,Platform,Nintendo,2.1,0.74,2.2,0.11,5.15,,,,,,,Rare,,,1 à 2 joueurs,80.0,22.0,8.6,66.0,17,48,17.4,3.0,2.0,,Cartouche,français,français,2.0
188,Tomodachi Life,3DS,2013.0,Simulation,Nintendo,0.96,2.02,1.89,0.28,5.15,,,,,,,,,,,71.0,52.0,7.6,250.0,15,159,15.2,3.0,,Jouable en solo,Cartouche,français,français,
189,Mario & Sonic at the Olympic Games,DS,2008.0,Sports,Sega,1.64,2.48,0.44,0.58,5.14,,,,,,,Nintendo SPD (Nintendo),,,Un à quatre joueurs.,70.0,33.0,7.1,54.0,,,,,,,,,,
190,Medal of Honor: Rising Sun,PS2,2003.0,Shooter,Electronic Arts,1.98,2.23,0.13,0.8,5.13,,,,,,,,,,,68.0,30.0,7.6,134.0,12,170,14.2,12.0,,,DVD,français,français,
191,Kirby's Dream Land,GB,1992.0,Platform,Nintendo,2.71,0.61,1.7,0.11,5.13,,,,,,Un joueur,HAL Laboratory,,,Un joueur,81.0,24.0,8.6,105.0,14,84,16,,,Jouable en solo,Cartouche,français,français,
192,Fable III,X360,2010.0,Role-Playing,Microsoft Game Studios,3.59,1.11,0.05,0.38,5.13,,,,,,,Lionhead Studios,Multilingue,,"Un joueur, multijoueur",80.0,88.0,6.6,724.0,17,1338,15.1,16.0,,Multi en ligne Multi en coopératif,Contenu Xbox Live DVD Online,français,français,
193,Call of Duty: Advanced Warfare,XOne,2014.0,Shooter,Activision,3.21,1.53,0.01,0.38,5.13,,,,,,,,,,,81.0,53.0,5.7,995.0,--,,,,,,,,,
194,Microsoft Flight Simulator,PC,1996.0,Simulation,Microsoft Game Studios,3.22,1.69,0.0,0.2,5.12,,,,,,,,,,,91.0,66.0,7.2,1367.0,18,172,14.6,3.0,,Jouable en solo,,,français,
195,Guitar Hero II,PS2,2006.0,Misc,RedOctane,3.81,0.63,0.0,0.68,5.12,,,,,,,,,,,92.0,69.0,8.4,174.0,17,49,17.6,3.0,2.0,,DVD,anglais,français,2.0
196,Resident Evil 5,PS3,2009.0,Action,Capcom,1.96,1.43,1.08,0.65,5.11,,,,,,,Capcom,Français (textes),18.0,"Un joueur, multijoueur",84.0,76.0,7.4,960.0,16,1039,15.2,18.0,2.0,Jouable en solo Multi en ligne Multi en coopératif,Blu-Ray,anglais,français,2.0
197,Grand Theft Auto V,XOne,2014.0,Action,Take-Two Interactive,2.66,2.01,0.0,0.41,5.08,"Rockstar North, Rockstar San Di...",,,,,,,,,,97.0,14.0,7.9,1796.0,18,1309,17.5,18.0,,Jouable en solo Multi en ligne,DVD Blu-Ray Contenu Xbox Live Online PlayStation Store,français,français,
198,Grand Theft Auto: Vice City Stories,PSP,2006.0,Action,Take-Two Interactive,1.7,2.02,0.16,1.21,5.08,,,,,,,,,,,86.0,50.0,8.1,321.0,--,17,17.4,18.0,,Jouable en solo,App Store Google Play,anglais,français,
199,FIFA Soccer 11,PS3,2010.0,Sports,Electronic Arts,0.6,3.29,0.06,1.13,5.08,,,,,,,,,,,89.0,51.0,8.0,259.0,,,,,,,,,,
200,Super Mario Bros.,GB,1999.0,Platform,Nintendo,3.4,1.3,0.15,0.22,5.07,,Universal Pictures,Anglais,,,,,,,,,,,,19,3,19,3.0,,Jouable en solo,eShop Console Virtuelle Cartouche,,,
201,Resident Evil,PS,1996.0,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,"Capcom, Sega, Namco, TOSE, Westwood Studios, PLUS",,,,,,Capcom,,,,91.0,8.0,9.5,1271.0,16,142,16.3,16.0,,Jouable en solo,DVD,anglais,français,
202,Tony Hawk's Pro Skater,PS,1999.0,Sports,Activision,3.42,1.38,0.02,0.2,5.02,,,,,,,Neversoft (PS),Multilingue,,"Un joueur, multijoueur",92.0,18.0,8.7,124.0,15,8,11.9,12.0,2.0,,Cartouche,français,français,2.0
203,Super Smash Bros. for Wii U and 3DS,WiiU,2014.0,Fighting,Nintendo,2.59,1.06,0.8,0.57,5.02,,,,,,,,,,,92.0,77.0,8.9,2111.0,,,,,,,,,,
204,Warzone 2100,PS,1999.0,Strategy,Eidos Interactive,2.79,1.89,0.0,0.33,5.01,,,,,,,,,,,,,,,15,35,17.4,12.0,,Jouable en solo,CD,français,français,
205,Spyro the Dragon,PS,1998.0,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5.0,,,,7.0,,,"Insomniac Games (1998 - 2000), Digital Eclipse (2001-2003), Vicarious Visions (2004), Eurocom (2004), Amaze Entertainment (2005-2007), Krome Studios (2006-2007) , Griptonite Games (2007), Étranges Libellules (2008), Tantalus Media (2008), Toys for Bob (2018)",,,,91.0,15.0,8.9,412.0,18,269,18.4,7.0,,Jouable en solo,PlayStation Store CD,français,français,
206,Link's Crossbow Training,Wii,2007.0,Shooter,Nintendo,3.06,1.18,0.29,0.46,5.0,,,,,,,Nintendo EAD,Allemand,,"Un joueur, multijoueur en local au tour par tour",68.0,34.0,7.1,56.0,10,163,13.7,12.0,4.0,,DVD,,,4.0
207,Guitar Hero III: Legends of Rock,PS2,2007.0,Misc,Activision,3.49,0.01,0.01,1.48,4.98,,,,12.0,,,,,,,82.0,24.0,8.4,88.0,--,21,17.4,3.0,,,DVD,,,
208,Fallout 3,X360,2008.0,Role-Playing,Bethesda Softworks,3.39,1.03,0.09,0.44,4.96,,,,,,Solo uniquement,,,,,93.0,84.0,8.5,2081.0,17,705,17.7,16.0,,Jouable en solo,DVD PlayStation Store Contenu Xbox Live Online Blu-Ray,français,français,
209,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007.0,Role-Playing,Nintendo,1.85,1.2,1.54,0.37,4.96,,,,,,,,,,,59.0,27.0,8.5,115.0,,,,,,,,,,
210,Uncharted: Drake's Fortune,PS3,2007.0,Action,Sony Computer Entertainment,2.31,1.73,0.12,0.78,4.94,,,,,,,,,,,88.0,66.0,7.9,3984.0,15,2,16,12.0,,,,,,
211,Madden NFL 06,PS2,2005.0,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,,,,,,,EA Tiburon,,,Solo et multijoueur,88.0,29.0,8.0,130.0,17,18,17.4,3.0,2.0,,DVD,anglais,anglais,2.0
212,LEGO Star Wars: The Complete Saga,DS,2007.0,Action,LucasArts,2.89,1.54,0.0,0.46,4.9,,,,3.0,,,,,,,80.0,9.0,6.5,79.0,13,64,15.1,3.0,,Jouable en solo Multi en coopératif,Cartouche,,français,
213,Diddy Kong Racing,N64,1997.0,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88,,,,,,,Rare,,,"Solo, Multijoueur",88.0,15.0,8.5,205.0,17,84,17.3,3.0,,,Cartouche,,,
214,Monster Hunter Freedom 3,PSP,2010.0,Role-Playing,Capcom,0.0,0.0,4.87,0.0,4.87,,,,,,,,,,,71.0,34.0,8.4,85.0,--,15,18.7,,,Jouable en solo,Blu-Ray,japonais,japonais,
215,Dr. Mario,NES,1990.0,Puzzle,Nintendo,2.62,0.6,1.52,0.1,4.85,,,,,,,,,,,94.0,13.0,9.1,1750.0,8,17,16.1,3.0,,Jouable en solo,Console Virtuelle Cartouche eShop DsiWare,,anglais,
216,God of War III,PS3,2010.0,Action,Sony Computer Entertainment,2.74,1.36,0.12,0.63,4.84,,,,,,,,,,,92.0,101.0,8.9,3947.0,19,2490,18.7,18.0,,Jouable en solo,Blu-Ray,,,
217,StarCraft II: Wings of Liberty,PC,2010.0,Strategy,Activision,2.56,1.68,0.0,0.59,4.83,,,,,,,,,,,93.0,82.0,8.2,3726.0,18,1308,17.3,16.0,,Jouable en solo Multi en ligne,DVD Online,français,français,
218,Assassin's Creed,PS3,2007.0,Adventure,Ubisoft,1.91,2.0,0.09,0.83,4.83,"Ubisoft, Gameloft, Ubisoft Montréal, Ubisoft Québec, PLUS",,,,,,Ubisoft,,,,81.0,40.0,7.3,1143.0,--,4,16.5,,,,,,,
219,FIFA 15,PS3,2014.0,Sports,Electronic Arts,0.57,3.14,0.04,1.07,4.82,,,,,,,EA Canada,Multilingue,3.0,"Solo, Multijoueur En Ligne",,,,,--,133,9.4,3.0,,Jouable en solo Multi en local Multi en ligne,Blu-Ray,français,français,
220,Crash Team Racing,PS,1999.0,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,,,,,,,Naughty Dog,Français,3.0,"Solo, multijoueur",88.0,20.0,9.0,545.0,17,525,18.3,,,Multi sur le même écran,CD PlayStation Store,français,français,
221,FIFA 17,PS4,2016.0,Sports,Electronic Arts,0.28,3.75,0.06,0.69,4.77,,,,,,,EA Canada,Multilangues,3.0,"Solo, multijoueur",85.0,42.0,5.1,961.0,16,212,10,3.0,,Jouable en solo Multi en local Multi en ligne,,,,
222,Batman: Arkham City,X360,2011.0,Action,Warner Bros. Interactive Entertainment,2.99,1.31,0.04,0.41,4.76,"Rocksteady Studios, WB Games Montréal",,,,Batman: Arkham,Solo,,,,,94.0,87.0,8.8,1909.0,--,2,17.5,16.0,,Jouable en solo,Blu-Ray DVD,,français,
223,Driver 2,PS,2000.0,Action,Atari,2.36,2.1,0.02,0.25,4.73,,,,,,,Reflections Software,Anglais,,1 ou 2 joueurs (en écran partagé),62.0,14.0,7.7,164.0,--,0,--,3.0,,,,,,
224,The Simpsons: Hit & Run,PS2,2003.0,Racing,Vivendi Games,1.73,2.19,0.0,0.79,4.7,Radical Entertainment,,,,,,Radical Entertainment,,7.0,Solo et multijoueur,78.0,35.0,8.6,222.0,,,,,,,,,,
225,Tony Hawk's Pro Skater 2,PS,2000.0,Sports,Activision,3.05,1.41,0.02,0.2,4.68,,,,,,,Neversoft (PS),Intégral : Anglais,,"Un joueur, deux joueurs (LAN, tour par tour)",98.0,19.0,7.5,887.0,17,3,18.7,3.0,,Jouable en solo,GDROM Cartouche CD,français,français,
